Age_Group,Gender,Financial_Background,Current_Study_Occupation,Sleep_Hours,Screen_Time,Free_Time_Activity,Exercise_Frequency,Stress_Level,Experienced_Issue,Main_Reason,Anxious_Exhausted_Frequency,Can_Talk_Openly,Current_Emotional_State,Preferred_Support_Resource,Need_MH_Awareness_in_College
27-30,Male,Middle Class,Undergraduate Student,6–8 hours,More than 8 hours,Talk to friends/family,Never,2 (Low),Panic attacks,Academic press,Sometimes,No,Neutral,Online Therapy Platforms,Yes
27-30,Female,Middle Class,Working Professional,6–8 hours,0–2 hours,Scroll social media,1–2 times a week,2 (Low),Anxiety,Financial stre,Almost every day,Sometimes,Depressed / Burnt out,Family/Friends,Yes
27-30,Male,Middle Class,Undergraduate Student,8–10 hours,6–8 hours,Scroll social media,3–5 times a week,3 (Moderate),Anxiety,Uncertainty ab,Often,Yes,Depressed / Burnt out,Mental Health Apps,Yes
19-22,Male,Middle Class,Undergraduate Student,8–10 hours,6–8 hours,Watch movies / listen to music,3–5 times a week,4 (High),None of these,Not applicable,Often,Sometimes,Neutral,Family/Friends,Yes
15-18,Male,Rich,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,3 (Moderate),None of these,Not applicable,Often,Sometimes,Neutral,Family/Friends,Yes
15-18,Male,Middle Class,Currently Unemployed,6–8 hours,6–8 hours,Read or learn something new,1–2 times a week,2 (Low),Anxiety,Social media c,Almost every day,Sometimes,Anxious,Support Groups,Yes
23-26,Male,Middle Class,Postgraduate Student,More than 10 hours,2–4 hours,Watch movies / listen to music,1–2 times a week,3 (Moderate),Depression,Financial stre,Almost every day,No,Neutral,Family/Friends,Yes
23-26,Female,Middle Class,Undergraduate Student,6–8 hours,0–2 hours,Talk to friends/family,3–5 times a week,2 (Low),Anxiety,Family expecta,Sometimes,Yes,Neutral,Family/Friends,Yes
19-22,Female,Middle Class,Undergraduate Student,Less than 6 hours,More than 8 hours,Read or learn something new,1–2 times a week,3 (Moderate),Anxiety,Social media c,Rarely,Yes,Neutral,Family/Friends,Yes
23-26,Male,Lower Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,Never,4 (High),None of these,Not applicable,Sometimes,No,Stressed,School/College Counselors,Yes
19-22,Male,Lower Class,Undergraduate Student,6–8 hours,More than 8 hours,Talk to friends/family,1–2 times a week,2 (Low),Depression,Relationship i,Almost every day,Sometimes,Neutral,Family/Friends,Yes
27-30,Male,Middle Class,Postgraduate Student,6–8 hours,6–8 hours,Watch movies / listen to music,1–2 times a week,4 (High),Anxiety,Academic press,Rarely,Sometimes,Stressed,Family/Friends,Yes
27-30,Female,Rich,School Student,8–10 hours,2–4 hours,Talk to friends/family,1–2 times a week,3 (Moderate),Anxiety,Academic press,Sometimes,Sometimes,Neutral,Online Therapy Platforms,Yes
15-18,Male,Lower Class,Undergraduate Student,8–10 hours,0–2 hours,Watch movies / listen to music,3–5 times a week,2 (Low),None of these,Not applicable,Often,Sometimes,Stressed,Support Groups,Yes
23-26,Male,Rich,School Student,6–8 hours,0–2 hours,Read or learn something new,Never,4 (High),Depression,Financial stre,Often,Sometimes,Happy and stable,Family/Friends,Yes
19-22,Female,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Read or learn something new,Never,3 (Moderate),Anxiety,Family expecta,Often,Sometimes,Anxious,Online Therapy Platforms,Yes
15-18,Female,Lower Class,Postgraduate Student,6–8 hours,6–8 hours,Go out / exercise,1–2 times a week,4 (High),None of these,Not applicable,Rarely,Yes,Happy and stable,Family/Friends,Yes
27-30,Male,Middle Class,Postgraduate Student,Less than 6 hours,More than 8 hours,Go out / exercise,3–5 times a week,1 (Very Low),Panic attacks,Family expecta,Rarely,Sometimes,Anxious,Mental Health Apps,Yes
27-30,Male,Lower Class,Undergraduate Student,Less than 6 hours,2–4 hours,Scroll social media,3–5 times a week,3 (Moderate),None of these,Not applicable,Sometimes,Yes,Anxious,Family/Friends,Yes
23-26,Male,Lower Class,Undergraduate Student,6–8 hours,More than 8 hours,Scroll social media,1–2 times a week,3 (Moderate),Anxiety,Relationship i,Often,Yes,Neutral,Mental Health Apps,Yes
15-18,Female,Rich,Undergraduate Student,8–10 hours,0–2 hours,Scroll social media,1–2 times a week,4 (High),Anxiety,Academic press,Rarely,No,Stressed,Family/Friends,Yes
15-18,Female,Middle Class,Postgraduate Student,6–8 hours,6–8 hours,Scroll social media,3–5 times a week,3 (Moderate),Panic attacks,Family expecta,Rarely,No,Neutral,Family/Friends,Yes
15-18,Male,Middle Class,Undergraduate Student,6–8 hours,2–4 hours,Scroll social media,1–2 times a week,3 (Moderate),None of these,Not applicable,Rarely,No,Neutral,Family/Friends,Yes
27-30,Male,Middle Class,School Student,8–10 hours,More than 8 hours,Scroll social media,1–2 times a week,5 (Very High),Anxiety,Academic press,Sometimes,No,Depressed / Burnt out,Family/Friends,Yes
23-26,Male,Middle Class,Working Professional,Less than 6 hours,2–4 hours,Read or learn something new,3–5 times a week,3 (Moderate),Anxiety,Academic press,Sometimes,No,Stressed,Family/Friends,Yes
19-22,Female,Middle Class,School Student,8–10 hours,6–8 hours,Sleep / do nothing,1–2 times a week,4 (High),None of these,Not applicable,Almost every day,Sometimes,Neutral,Family/Friends,Yes
19-22,Male,Lower Class,Undergraduate Student,8–10 hours,2–4 hours,Talk to friends/family,Daily,3 (Moderate),Depression,Uncertainty ab,Sometimes,Yes,Neutral,Support Groups,Yes
19-22,Female,Middle Class,Undergraduate Student,6–8 hours,2–4 hours,Scroll social media,3–5 times a week,3 (Moderate),Depression,Family expecta,Sometimes,No,Neutral,Online Therapy Platforms,Yes
15-18,Male,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Scroll social media,1–2 times a week,1 (Very Low),None of these,Not applicable,Almost every day,Yes,Neutral,Family/Friends,Yes
19-22,Female,Middle Class,Working Professional,6–8 hours,6–8 hours,Read or learn something new,3–5 times a week,2 (Low),None of these,Not applicable,Sometimes,Yes,Stressed,Online Therapy Platforms,Yes
27-30,Male,Rich,School Student,6–8 hours,More than 8 hours,Talk to friends/family,1–2 times a week,3 (Moderate),Anxiety,Social media c,Often,Sometimes,Stressed,Family/Friends,Yes
23-26,Female,Middle Class,Undergraduate Student,8–10 hours,6–8 hours,Scroll social media,1–2 times a week,5 (Very High),Depression,Academic press,Rarely,No,Neutral,Mental Health Apps,Yes
19-22,Female,Middle Class,Working Professional,8–10 hours,More than 8 hours,Scroll social media,Never,3 (Moderate),Depression,Uncertainty ab,Sometimes,Sometimes,Anxious,Mental Health Apps,Yes
27-30,Female,Middle Class,School Student,Less than 6 hours,2–4 hours,Watch movies / listen to music,1–2 times a week,4 (High),Anxiety,Academic press,Rarely,Sometimes,Neutral,Mental Health Apps,Yes
15-18,Male,Middle Class,Working Professional,6–8 hours,More than 8 hours,Read or learn something new,1–2 times a week,2 (Low),Anxiety,Relationship i,Sometimes,No,Neutral,Online Therapy Platforms,Yes
15-18,Female,Middle Class,Postgraduate Student,Less than 6 hours,6–8 hours,Go out / exercise,1–2 times a week,3 (Moderate),Anxiety,Academic press,Sometimes,Sometimes,Neutral,Family/Friends,Yes
19-22,Male,Middle Class,Working Professional,6–8 hours,2–4 hours,Talk to friends/family,1–2 times a week,3 (Moderate),Depression,Academic press,Sometimes,Yes,Stressed,School/College Counselors,Yes
23-26,Female,Lower Class,Undergraduate Student,Less than 6 hours,6–8 hours,Scroll social media,Never,3 (Moderate),None of these,Not applicable,Rarely,Yes,Anxious,Mental Health Apps,Yes
19-22,Female,Rich,Undergraduate Student,6–8 hours,6–8 hours,Talk to friends/family,Never,4 (High),Anxiety,Academic press,Often,No,Neutral,Mental Health Apps,Yes
19-22,Male,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Watch movies / listen to music,Never,3 (Moderate),Anxiety,Family expecta,Often,Sometimes,Stressed,Family/Friends,Yes
15-18,Male,Middle Class,Postgraduate Student,6–8 hours,More than 8 hours,Read or learn something new,1–2 times a week,1 (Very Low),None of these,Not applicable,Often,Sometimes,Anxious,School/College Counselors,Yes
27-30,Male,Rich,Postgraduate Student,Less than 6 hours,2–4 hours,Talk to friends/family,Never,2 (Low),Depression,Academic press,Sometimes,Sometimes,Anxious,Family/Friends,Yes
27-30,Female,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Talk to friends/family,Never,3 (Moderate),Anxiety,Uncertainty ab,Sometimes,Sometimes,Anxious,School/College Counselors,Yes
23-26,Female,Middle Class,Undergraduate Student,Less than 6 hours,More than 8 hours,Scroll social media,1–2 times a week,3 (Moderate),Panic attacks,Academic press,Often,No,Neutral,Mental Health Apps,Yes
27-30,Male,Middle Class,Working Professional,Less than 6 hours,0–2 hours,Watch movies / listen to music,Daily,2 (Low),Panic attacks,Academic press,Rarely,Sometimes,Neutral,Family/Friends,Yes
19-22,Female,Lower Class,Undergraduate Student,Less than 6 hours,6–8 hours,Watch movies / listen to music,3–5 times a week,2 (Low),Anxiety,Social media c,Rarely,Sometimes,Happy and stable,Online Therapy Platforms,Yes
27-30,Male,Lower Class,Undergraduate Student,Less than 6 hours,2–4 hours,Talk to friends/family,1–2 times a week,1 (Very Low),None of these,Not applicable,Almost every day,Sometimes,Happy and stable,Mental Health Apps,Yes
23-26,Male,Lower Class,Working Professional,8–10 hours,0–2 hours,Scroll social media,1–2 times a week,3 (Moderate),Panic attacks,Academic press,Almost every day,Yes,Anxious,School/College Counselors,Yes
27-30,Male,Lower Class,Working Professional,8–10 hours,2–4 hours,Watch movies / listen to music,3–5 times a week,2 (Low),Anxiety,Family expecta,Rarely,Sometimes,Anxious,School/College Counselors,Yes
15-18,Female,Rich,Undergraduate Student,6–8 hours,2–4 hours,Talk to friends/family,1–2 times a week,2 (Low),Anxiety,Academic press,Almost every day,No,Stressed,Family/Friends,Yes
23-26,Male,Middle Class,Undergraduate Student,6–8 hours,2–4 hours,Talk to friends/family,1–2 times a week,2 (Low),Anxiety,Financial stre,Sometimes,Yes,Stressed,Family/Friends,Yes
27-30,Male,Lower Class,School Student,Less than 6 hours,More than 8 hours,Sleep / do nothing,1–2 times a week,4 (High),Depression,Uncertainty ab,Sometimes,Sometimes,Stressed,Family/Friends,Yes
23-26,Female,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Sleep / do nothing,1–2 times a week,3 (Moderate),Anxiety,Academic press,Sometimes,No,Stressed,Family/Friends,Yes
23-26,Male,Middle Class,Working Professional,Less than 6 hours,0–2 hours,Talk to friends/family,Never,4 (High),Depression,Financial stre,Rarely,Sometimes,Anxious,Mental Health Apps,Yes
15-18,Female,Rich,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,Never,3 (Moderate),None of these,Not applicable,Rarely,Yes,Depressed / Burnt out,School/College Counselors,Yes
27-30,Female,Lower Class,School Student,8–10 hours,6–8 hours,Scroll social media,Never,3 (Moderate),None of these,Not applicable,Often,Sometimes,Stressed,Family/Friends,Yes
23-26,Male,Lower Class,Working Professional,6–8 hours,More than 8 hours,Go out / exercise,1–2 times a week,3 (Moderate),None of these,Not applicable,Sometimes,Yes,Stressed,Online Therapy Platforms,Yes
19-22,Male,Middle Class,Undergraduate Student,6–8 hours,More than 8 hours,Scroll social media,1–2 times a week,2 (Low),Depression,Uncertainty ab,Sometimes,Sometimes,Stressed,Mental Health Apps,No
23-26,Female,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Scroll social media,Never,2 (Low),None of these,Not applicable,Sometimes,Yes,Stressed,Online Therapy Platforms,Yes
23-26,Female,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Go out / exercise,1–2 times a week,4 (High),Depression,Academic press,Almost every day,No,Stressed,Online Therapy Platforms,Yes
15-18,Female,Lower Class,Working Professional,Less than 6 hours,6–8 hours,Scroll social media,1–2 times a week,1 (Very Low),Panic attacks,Academic press,Almost every day,Sometimes,Stressed,Family/Friends,Yes
19-22,Male,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Watch movies / listen to music,Never,4 (High),Anxiety,Academic press,Sometimes,Sometimes,Anxious,Family/Friends,Yes
23-26,Female,Middle Class,Postgraduate Student,Less than 6 hours,6–8 hours,Watch movies / listen to music,1–2 times a week,3 (Moderate),Panic attacks,Financial stre,Sometimes,No,Stressed,Family/Friends,Yes
27-30,Female,Lower Class,Postgraduate Student,6–8 hours,6–8 hours,Read or learn something new,3–5 times a week,3 (Moderate),Anxiety,Academic press,Often,Yes,Neutral,Online Therapy Platforms,Yes
23-26,Female,Middle Class,Undergraduate Student,6–8 hours,More than 8 hours,Read or learn something new,3–5 times a week,1 (Very Low),Anxiety,Academic press,Sometimes,Sometimes,Depressed / Burnt out,Mental Health Apps,Yes
19-22,Male,Lower Class,Currently Unemployed,8–10 hours,More than 8 hours,Scroll social media,1–2 times a week,3 (Moderate),Anxiety,Relationship i,Sometimes,No,Anxious,Mental Health Apps,Yes
15-18,Male,Middle Class,Undergraduate Student,6–8 hours,0–2 hours,Scroll social media,1–2 times a week,4 (High),Panic attacks,Social media c,Often,Sometimes,Neutral,Mental Health Apps,Yes
19-22,Male,Middle Class,Undergraduate Student,8–10 hours,0–2 hours,Scroll social media,1–2 times a week,3 (Moderate),None of these,Not applicable,Almost every day,Yes,Neutral,Online Therapy Platforms,Yes
19-22,Male,Lower Class,Postgraduate Student,6–8 hours,6–8 hours,Read or learn something new,1–2 times a week,3 (Moderate),Depression,Uncertainty ab,Sometimes,Yes,Happy and stable,Support Groups,Yes
15-18,Female,Lower Class,Undergraduate Student,8–10 hours,2–4 hours,Read or learn something new,Never,3 (Moderate),Anxiety,Relationship i,Almost every day,Yes,Neutral,Family/Friends,Yes
19-22,Female,Lower Class,Undergraduate Student,6–8 hours,More than 8 hours,Go out / exercise,1–2 times a week,3 (Moderate),Anxiety,Social media c,Sometimes,Yes,Anxious,Mental Health Apps,Yes
27-30,Male,Lower Class,School Student,6–8 hours,More than 8 hours,Scroll social media,3–5 times a week,3 (Moderate),None of these,Not applicable,Rarely,Sometimes,Happy and stable,Family/Friends,Yes
15-18,Male,Middle Class,Undergraduate Student,6–8 hours,More than 8 hours,Scroll social media,Never,3 (Moderate),Anxiety,Academic press,Rarely,Sometimes,Neutral,Family/Friends,Yes
19-22,Male,Lower Class,Working Professional,Less than 6 hours,More than 8 hours,Talk to friends/family,3–5 times a week,4 (High),Depression,Financial stre,Sometimes,Sometimes,Stressed,Family/Friends,Yes
27-30,Female,Lower Class,Working Professional,6–8 hours,6–8 hours,Scroll social media,Daily,2 (Low),None of these,Not applicable,Sometimes,Sometimes,Neutral,Mental Health Apps,Yes
19-22,Male,Lower Class,Undergraduate Student,8–10 hours,6–8 hours,Talk to friends/family,3–5 times a week,3 (Moderate),Panic attacks,Family expecta,Often,No,Happy and stable,Family/Friends,Yes
19-22,Female,Middle Class,Working Professional,8–10 hours,6–8 hours,Overthinking,1–2 times a week,2 (Low),None of these,Not applicable,Almost every day,No,Neutral,Mental Health Apps,Yes
19-22,Male,Rich,Undergraduate Student,6–8 hours,More than 8 hours,Go out / exercise,Never,5 (Very High),None of these,Not applicable,Sometimes,No,Stressed,Support Groups,Yes
27-30,Female,Middle Class,School Student,6–8 hours,More than 8 hours,Watch movies / listen to music,1–2 times a week,2 (Low),Depression,Academic press,Sometimes,Sometimes,Happy and stable,Family/Friends,Yes
19-22,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,Never,3 (Moderate),Anxiety,Academic press,Sometimes,Yes,Stressed,School/College Counselors,No
23-26,Female,Rich,Undergraduate Student,Less than 6 hours,More than 8 hours,Watch movies / listen to music,Never,1 (Very Low),Anxiety,Family expecta,Sometimes,Sometimes,Stressed,School/College Counselors,Yes
15-18,Female,Rich,School Student,More than 10 hours,More than 8 hours,Scroll social media,1–2 times a week,1 (Very Low),Depression,Financial stre,Sometimes,Sometimes,Happy and stable,Family/Friends,Yes
23-26,Male,Rich,Undergraduate Student,8–10 hours,More than 8 hours,Watch movies / listen to music,Daily,2 (Low),Depression,Academic press,Almost every day,Sometimes,Neutral,Mental Health Apps,Yes
27-30,Female,Lower Class,Undergraduate Student,8–10 hours,More than 8 hours,Scroll social media,Never,4 (High),Anxiety,Academic press,Almost every day,Sometimes,Neutral,Online Therapy Platforms,Yes
15-18,Male,Middle Class,Undergraduate Student,6–8 hours,0–2 hours,Watch movies / listen to music,3–5 times a week,3 (Moderate),Anxiety,Academic press,Often,Sometimes,Stressed,Support Groups,No
